SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
193,HR,Haryana,HR_Haryana,Nuh,6007.0,39,5836,132,0,5,-16,21,0,0.0,2022-02-15T00:05:12.061590+05:30
194,HR,Haryana,HR_Haryana,Palwal,12523.0,169,12201,153,0,107,6,101,0,0.0,2022-02-15T00:05:12.061590+05:30
195,HR,Haryana,HR_Haryana,Panchkula,43854.0,154,43288,412,0,17,-35,52,0,0.0,2022-02-15T00:05:12.061590+05:30
196,HR,Haryana,HR_Haryana,Panipat,35986.0,115,35213,658,0,15,-25,39,1,0.0,2022-02-15T00:05:12.061590+05:30
197,HR,Haryana,HR_Haryana,Rewari,24391.0,166,24001,224,0,22,-14,36,0,0.0,2022-02-15T00:05:12.061590+05:30
198,HR,Haryana,HR_Haryana,Rohtak,31549.0,276,30739,534,0,16,-14,30,0,0.0,2022-02-15T00:05:12.061590+05:30
199,HR,Haryana,HR_Haryana,Sirsa,33204.0,91,32582,531,0,14,-26,40,0,0.0,2022-02-15T00:05:12.061590+05:30
200,HR,Haryana,HR_Haryana,Sonipat,58150.0,163,57712,275,0,33,-32,65,0,0.0,2022-02-15T00:05:12.061590+05:30
201,HR,Haryana,HR_Haryana,Yamunanagar,30299.0,283,29562,454,0,47,-22,69,0,0.0,2022-02-15T00:05:12.061590+05:30
202,HP,Himachal Pradesh,HP_Himachal Pradesh,Bilaspur,18003,261,17647,95,1,18,-28,46,0,0.0,2022-02-14 20:55:55.597001
203,HP,Himachal Pradesh,HP_Himachal Pradesh,Chamba,15559,273,15118,168,2,38,-29,67,0,0.0,2022-02-14 20:55:55.597001
204,HP,Himachal Pradesh,HP_Himachal Pradesh,Hamirpur,22876,356,22200,320,1,46,-43,89,0,0.0,2022-02-14 20:55:55.597001
205,HP,Himachal Pradesh,HP_Himachal Pradesh,Kangra,62537,883,60420,1234,6,100,-116,216,0,0.0,2022-02-14 20:55:55.597001
206,HP,Himachal Pradesh,HP_Himachal Pradesh,Kinnaur,4390,41,4309,40,0,5,2,3,0,0.0,2022-02-14 20:55:55.597001
207,HP,Himachal Pradesh,HP_Himachal Pradesh,Kullu,11891,121,11608,162,6,9,0,9,0,0.0,2022-02-14 20:55:55.597001
208,HP,Himachal Pradesh,HP_Himachal Pradesh,Lahaul and Spiti,3140,23,3099,18,0,1,-4,5,0,0.0,2022-02-14 20:55:55.597001
209,HP,Himachal Pradesh,HP_Himachal Pradesh,Mandi,38360,397,37470,493,0,73,-32,105,0,0.0,2022-02-14 20:55:55.597001
210,HP,Himachal Pradesh,HP_Himachal Pradesh,Shimla,35224,325,34192,707,4,35,-91,126,0,0.0,2022-02-14 20:55:55.597001
211,HP,Himachal Pradesh,HP_Himachal Pradesh,Sirmaur,19700,187,19294,219,0,26,-12,38,0,0.0,2022-02-14 20:55:55.597001
212,HP,Himachal Pradesh,HP_Himachal Pradesh,Solan,30420,292,29794,334,0,14,-33,47,0,0.0,2022-02-14 20:55:55.597001
213,HP,Himachal Pradesh,HP_Himachal Pradesh,Una,18548,279,17994,275,2,14,-4,18,0,0.0,2022-02-14 20:55:55.597001
214,JH,Jharkhand,JH_Jharkhand,Bokaro,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
215,JH,Jharkhand,JH_Jharkhand,Chatra,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
216,JH,Jharkhand,JH_Jharkhand,Deoghar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
217,JH,Jharkhand,JH_Jharkhand,Dhanbad,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
218,JH,Jharkhand,JH_Jharkhand,Dumka,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
219,JH,Jharkhand,JH_Jharkhand,East Singhbhum,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
220,JH,Jharkhand,JH_Jharkhand,Garhwa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
221,JH,Jharkhand,JH_Jharkhand,Giridih,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
222,JH,Jharkhand,JH_Jharkhand,Godda,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
223,JH,Jharkhand,JH_Jharkhand,Gumla,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
224,JH,Jharkhand,JH_Jharkhand,Hazaribagh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
225,JH,Jharkhand,JH_Jharkhand,Jamtara,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
226,JH,Jharkhand,JH_Jharkhand,Khunti,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
227,JH,Jharkhand,JH_Jharkhand,Koderma,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
228,JH,Jharkhand,JH_Jharkhand,Latehar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
229,JH,Jharkhand,JH_Jharkhand,Lohardaga,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
230,JH,Jharkhand,JH_Jharkhand,Pakur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
231,JH,Jharkhand,JH_Jharkhand,Palamu,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
232,JH,Jharkhand,JH_Jharkhand,Ramgarh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
233,JH,Jharkhand,JH_Jharkhand,Ranchi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
234,JH,Jharkhand,JH_Jharkhand,Sahibganj,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
235,JH,Jharkhand,JH_Jharkhand,Saraikela-Kharsawan,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
236,JH,Jharkhand,JH_Jharkhand,Simdega,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
237,JH,Jharkhand,JH_Jharkhand,Unknown,433415.0,1478,426622.0,5315.0,0,157.0,-142.0,298.0,1.0,0.0,2022-02-15 12:39:00.600243
238,JH,Jharkhand,JH_Jharkhand,West Singhbhum,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
239,KA,Karnataka,KA_Karnataka,Bagalkote,40562.0,439,39764.0,359.0,0.0,18,-67,85,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
240,KA,Karnataka,KA_Karnataka,Ballari,115098.0,1261,112097.0,1740.0,2.0,50,-86,135,1,2.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
241,KA,Karnataka,KA_Karnataka,Belagavi,99554.0,4078,94482.0,994.0,0.0,63,-662,723,2,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
242,KA,Karnataka,KA_Karnataka,Bengaluru Rural,79186.0,484,77796.0,906.0,0.0,7,-35,41,1,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
243,KA,Karnataka,KA_Karnataka,Bengaluru Urban,1771622.0,12891,1741957.0,16774.0,1.0,754,-1340,2089,5,1.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
244,KA,Karnataka,KA_Karnataka,Bidar,29750.0,105,29227.0,418.0,4.0,8,-24,30,2,4.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
245,KA,Karnataka,KA_Karnataka,Chamarajanagara,43432.0,413,42498.0,521.0,11.0,20,-76,95,1,11.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
246,KA,Karnataka,KA_Karnataka,Chikkaballapura,55495.0,406,54632.0,457.0,1.0,24,-130,153,1,1.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
247,KA,Karnataka,KA_Karnataka,Chikkamagaluru,57068.0,297,56365.0,406.0,0.0,18,-30,47,1,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
248,KA,Karnataka,KA_Karnataka,Chitradurga,45917.0,831,44853.0,233.0,0.0,21,-127,148,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
249,KA,Karnataka,KA_Karnataka,Dakshina Kannada,135051.0,739,132493.0,1819.0,9.0,55,-82,135,2,9.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
250,KA,Karnataka,KA_Karnataka,Davanagere,57452.0,222,56609.0,621.0,0.0,14,-61,74,1,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
251,KA,Karnataka,KA_Karnataka,Dharwad,83777.0,510,81912.0,1355.0,2.0,20,-232,250,2,2.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
252,KA,Karnataka,KA_Karnataka,Gadag,30522.0,121,30066.0,335.0,0.0,7,-42,48,1,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
253,KA,Karnataka,KA_Karnataka,Hassan,143571.0,512,141760.0,1299.0,2.0,37,-34,71,0,2.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
254,KA,Karnataka,KA_Karnataka,Haveri,26700.0,131,25902.0,667.0,0.0,22,-37,59,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
255,KA,Karnataka,KA_Karnataka,Kalaburagi,76376.0,424,75078.0,874.0,0.0,28,-157,185,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
256,KA,Karnataka,KA_Karnataka,Kodagu,48889.0,534,48009.0,346.0,1.0,26,-159,185,0,1.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
257,KA,Karnataka,KA_Karnataka,Kolar,62849.0,226,61963.0,660.0,0.0,12,-39,51,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
258,KA,Karnataka,KA_Karnataka,Koppal,41213.0,258,40419.0,536.0,0.0,12,-86,98,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
259,KA,Karnataka,KA_Karnataka,Mandya,101288.0,381,100208.0,699.0,0.0,35,-151,186,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
260,KA,Karnataka,KA_Karnataka,Mysuru,228661.0,1159,224951.0,2551.0,0.0,78,-283,361,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
261,KA,Karnataka,KA_Karnataka,Other State,36.0,0,33.0,3.0,0.0,0,0,0,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
262,KA,Karnataka,KA_Karnataka,Raichur,45391.0,269,44765.0,357.0,0.0,15,-20,35,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
263,KA,Karnataka,KA_Karnataka,Ramanagara,29672.0,125,29201.0,346.0,0.0,26,-14,40,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
264,KA,Karnataka,KA_Karnataka,Shivamogga,82915.0,1109,80681.0,1125.0,1.0,91,18,72,1,1.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
265,KA,Karnataka,KA_Karnataka,Tumakuru,159246.0,1565,156474.0,1207.0,0.0,37,-224,259,2,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
266,KA,Karnataka,KA_Karnataka,Udupi,95231.0,607,94090.0,534.0,0.0,31,-130,159,2,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
267,KA,Karnataka,KA_Karnataka,Uttara Kannada,70910.0,616,69489.0,805.0,0.0,14,-79,93,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
268,KA,Karnataka,KA_Karnataka,Vijayapura,40899.0,415,39976.0,508.0,0.0,15,-62,77,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
269,KA,Karnataka,KA_Karnataka,Yadgir,29904.0,121,29573.0,210.0,0.0,10,-31,41,0,0.0 cases were recorded as Deaths due to Non Covid Reasons,2022-02-15T00:05:16.422432+05:30
270,KL,Kerala,KL_Kerala,Alappuzha,383816,5606,373366,4844,0,558,-1098,1650,6,0.0,2022-02-15T10:37:27.840521+05:30
271,KL,Kerala,KL_Kerala,Ernakulam,861997,29075,825950,6972,0,1608,-1455,3056,7,0.0,2022-02-15T10:37:27.840521+05:30
272,KL,Kerala,KL_Kerala,Idukki,202261,10295,190651,1315,0,412,-1030,1436,6,0.0,2022-02-15T10:37:27.840521+05:30
273,KL,Kerala,KL_Kerala,Kannur,344029,4504,335379,4146,0,562,-474,1031,5,0.0,2022-02-15T10:37:27.840521+05:30
274,KL,Kerala,KL_Kerala,Kasaragod,164822,3796,159783,1243,0,170,-310,473,7,0.0,2022-02-15T10:37:27.840521+05:30
275,KL,Kerala,KL_Kerala,Kollam,500586,14328,480489,5769,0,879,-604,1466,17,0.0,2022-02-15T10:37:27.840521+05:30
276,KL,Kerala,KL_Kerala,Kottayam,436485,15183,417359,3943,0,743,-1990,2694,39,0.0,2022-02-15T10:37:27.840521+05:30
277,KL,Kerala,KL_Kerala,Kozhikode,662375,6079,650505,5791,0,828,-779,1591,16,0.0,2022-02-15T10:37:27.840521+05:30
278,KL,Kerala,KL_Kerala,Malappuram,641431,6809,629208,5414,0,443,-1162,1586,19,0.0,2022-02-15T10:37:27.840521+05:30
279,KL,Kerala,KL_Kerala,Palakkad,444840,8320,431322,5198,0,386,-848,1213,21,0.0,2022-02-15T10:37:27.840521+05:30
280,KL,Kerala,KL_Kerala,Pathanamthitta,260242,9399,248608,2235,0,330,-268,585,13,0.0,2022-02-15T10:37:27.840521+05:30
281,KL,Kerala,KL_Kerala,Thiruvananthapuram,689607,16872,664910,7825,0,1240,-3339,4565,14,0.0,2022-02-15T10:37:27.840521+05:30
282,KL,Kerala,KL_Kerala,Thrissur,659972,9629,643543,6800,0,625,-1982,2604,3,0.0,2022-02-15T10:37:27.840521+05:30
283,KL,Kerala,KL_Kerala,Wayanad,163909,5263,157764,882,0,205,-607,807,5,0.0,2022-02-15T10:37:27.840521+05:30
284,MP,Madhya Pradesh,MP_Madhya Pradesh,Agar Malwa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
285,MP,Madhya Pradesh,MP_Madhya Pradesh,Alirajpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
286,MP,Madhya Pradesh,MP_Madhya Pradesh,Anuppur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
287,MP,Madhya Pradesh,MP_Madhya Pradesh,Ashoknagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
288,MP,Madhya Pradesh,MP_Madhya Pradesh,Balaghat,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
289,MP,Madhya Pradesh,MP_Madhya Pradesh,Barwani,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
290,MP,Madhya Pradesh,MP_Madhya Pradesh,Betul,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
291,MP,Madhya Pradesh,MP_Madhya Pradesh,Bhind,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
292,MP,Madhya Pradesh,MP_Madhya Pradesh,Bhopal,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
293,MP,Madhya Pradesh,MP_Madhya Pradesh,Burhanpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
294,MP,Madhya Pradesh,MP_Madhya Pradesh,Chhatarpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
295,MP,Madhya Pradesh,MP_Madhya Pradesh,Chhindwara,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
296,MP,Madhya Pradesh,MP_Madhya Pradesh,Damoh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
297,MP,Madhya Pradesh,MP_Madhya Pradesh,Datia,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
298,MP,Madhya Pradesh,MP_Madhya Pradesh,Dewas,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
299,MP,Madhya Pradesh,MP_Madhya Pradesh,Dhar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
300,MP,Madhya Pradesh,MP_Madhya Pradesh,Dindori,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
301,MP,Madhya Pradesh,MP_Madhya Pradesh,Guna,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
302,MP,Madhya Pradesh,MP_Madhya Pradesh,Gwalior,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
303,MP,Madhya Pradesh,MP_Madhya Pradesh,Harda,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
304,MP,Madhya Pradesh,MP_Madhya Pradesh,Hoshangabad,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
305,MP,Madhya Pradesh,MP_Madhya Pradesh,Indore,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
306,MP,Madhya Pradesh,MP_Madhya Pradesh,Jabalpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
307,MP,Madhya Pradesh,MP_Madhya Pradesh,Jhabua,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
308,MP,Madhya Pradesh,MP_Madhya Pradesh,Katni,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
309,MP,Madhya Pradesh,MP_Madhya Pradesh,Khandwa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
310,MP,Madhya Pradesh,MP_Madhya Pradesh,Khargone,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
311,MP,Madhya Pradesh,MP_Madhya Pradesh,Mandla,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
312,MP,Madhya Pradesh,MP_Madhya Pradesh,Mandsaur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
313,MP,Madhya Pradesh,MP_Madhya Pradesh,Morena,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
314,MP,Madhya Pradesh,MP_Madhya Pradesh,Narsinghpur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
315,MP,Madhya Pradesh,MP_Madhya Pradesh,Neemuch,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
316,MP,Madhya Pradesh,MP_Madhya Pradesh,Niwari,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
317,MP,Madhya Pradesh,MP_Madhya Pradesh,Other Region,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
318,MP,Madhya Pradesh,MP_Madhya Pradesh,Panna,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
319,MP,Madhya Pradesh,MP_Madhya Pradesh,Raisen,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
320,MP,Madhya Pradesh,MP_Madhya Pradesh,Rajgarh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
321,MP,Madhya Pradesh,MP_Madhya Pradesh,Ratlam,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
322,MP,Madhya Pradesh,MP_Madhya Pradesh,Rewa,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
323,MP,Madhya Pradesh,MP_Madhya Pradesh,Sagar,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
324,MP,Madhya Pradesh,MP_Madhya Pradesh,Satna,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
325,MP,Madhya Pradesh,MP_Madhya Pradesh,Sehore,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
326,MP,Madhya Pradesh,MP_Madhya Pradesh,Seoni,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
327,MP,Madhya Pradesh,MP_Madhya Pradesh,Shahdol,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
328,MP,Madhya Pradesh,MP_Madhya Pradesh,Shajapur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
329,MP,Madhya Pradesh,MP_Madhya Pradesh,Sheopur,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
330,MP,Madhya Pradesh,MP_Madhya Pradesh,Shivpuri,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
331,MP,Madhya Pradesh,MP_Madhya Pradesh,Sidhi,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
332,MP,Madhya Pradesh,MP_Madhya Pradesh,Singrauli,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
333,MP,Madhya Pradesh,MP_Madhya Pradesh,Tikamgarh,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
334,MP,Madhya Pradesh,MP_Madhya Pradesh,Ujjain,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
335,MP,Madhya Pradesh,MP_Madhya Pradesh,Umaria,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
336,MP,Madhya Pradesh,MP_Madhya Pradesh,Unknown,1027651.0,16929,1000025.0,10697.0,0,1760.0,-2799.0,4555.0,4.0,0.0,2022-02-15 12:39:00.600243
337,MP,Madhya Pradesh,MP_Madhya Pradesh,Vidisha,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
338,MH,Maharashtra,MH_Maharashtra,Ahmednagar,374784,3826,363749,7209,11,143,-462,605,0,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
339,MH,Maharashtra,MH_Maharashtra,Akola,65928,206,64266,1456,4,11,-1,12,0,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
340,MH,Maharashtra,MH_Maharashtra,Amravati,105582,501,103468,1613,2,24,-74,98,0,2 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
341,MH,Maharashtra,MH_Maharashtra,Aurangabad,175874,1736,169869,4269,14,73,-811,884,0,14 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
342,MH,Maharashtra,MH_Maharashtra,Beed,108921,197,105859,2865,7,24,-16,39,1,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
343,MH,Maharashtra,MH_Maharashtra,Bhandara,67754,443,66181,1130,10,24,-58,82,0,10 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
344,MH,Maharashtra,MH_Maharashtra,Buldhana,90744,562,89368,814,6,153,-76,229,0,6 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
345,MH,Maharashtra,MH_Maharashtra,Chandrapur,98622,292,96746,1584,4,12,-8,20,0,4 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
346,MH,Maharashtra,MH_Maharashtra,Dhule,50486,135,49692,659,11,5,-38,43,0,11 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
347,MH,Maharashtra,MH_Maharashtra,Gadchiroli,36466,713,35067,686,33,65,-78,143,0,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
348,MH,Maharashtra,MH_Maharashtra,Gondia,45315,148,44588,579,7,3,-23,26,0,7 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
349,MH,Maharashtra,MH_Maharashtra,Hingoli,22090,331,21247,512,1,13,-153,166,0,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
350,MH,Maharashtra,MH_Maharashtra,Jalgaon,149306,288,146293,2725,33,9,-77,86,0,33 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
351,MH,Maharashtra,MH_Maharashtra,Jalna,66219,106,64891,1222,1,9,-5,14,0,1 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
352,MH,Maharashtra,MH_Maharashtra,Kolhapur,220170,773,213508,5889,5,39,-157,196,0,5 cases were recorded as Deaths due to Non Covid Reasons /Migrated / Others,2022-02-15 10:37:28.039766
