SlNo,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
752,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Shopiyan,6303,94,6149,60,0,2,2,0,0,0.0,2022-02-15 00:05:44.166456
753,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Srinagar,101870,1268,99695,907,0,32,-71,103,0,0.0,2022-02-15 00:05:44.166421
754,JK,Jammu and Kashmir,JK_Jammu and Kashmir,Udhampur,14673,60,14466,147,0,4,-27,31,0,0.0,2022-02-15 00:05:44.166459
755,LA,Ladakh,LA_Ladakh,KARGIL,5203,127,5017,59,0,24,-7,31,0,0.0,2022-02-15T10:37:39.176567+05:30
756,LA,Ladakh,LA_Ladakh,LEH,22333,395,21770,168,0,35,-8,42,1,0.0,2022-02-15T10:37:39.176567+05:30
757,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2022-02-15 12:39:00.600243
758,LD,Lakshadweep,LD_Lakshadweep,Unknown,11331.0,91,11188.0,52.0,0,12.0,7.0,5.0,0.0,0.0,2022-02-15 12:39:00.600243
759,PY,Puducherry,PY_Puducherry,Karaikal,22951,377,22310,264,0,11,-88,99,0,0.0,2022-02-14 22:56:17.013864
760,PY,Puducherry,PY_Puducherry,Mahe,6732,19,6658,55,0,1,-2,3,0,0.0,2022-02-14 22:56:17.013864
761,PY,Puducherry,PY_Puducherry,Puducherry,127134,575,125033,1526,0,40,-152,191,1,0.0,2022-02-14 22:56:17.013864
762,PY,Puducherry,PY_Puducherry,Yanam,8478,58,8307,113,0,0,-26,26,0,0.0,2022-02-14 22:56:17.013864
